questao,gabarito,enunciado,alternativas
134,E,,"[""As células e os organismos precisam realizar trabalho para permanecerem vivos e se reproduzirem. A energia PHWDEyOLFD\x03QHFHVViULD\x03SDUD\x03D\x03UHDOL]DomR\x03GHVVH\x03WUDEDOKR\x03p\x03RULXQGD\x03GD\x03R[LGDomR\x03GH\x03FRPEXVWtYHLV\x0f\x03JHUDGRV\x03QR\x03FLFOR\x03GR\x03carbono, por meio de processos capazes de interconverter diferentes formas da energia. 1(/621\x0f\x03'\x11\x03/\x11 \x03&2;\x0f\x030\x11\x030\x11\x03 Lehninger : princípios de bioquímica. 6mR\x033DXOR \x036DUYLHU\x0f\x03\x15\x13\x13\x15\x03 DGDSWDGR \x11 1HVVH\x03FLFOR\x0f\x03D\x03IRUPDomR\x03GH\x03FRPEXVWtYHLV\x03HVWi\x03YLQFXODGD\x03j\x03 FRQYHUVmR\x03GH\x03HQHUJLD Atérmica em cinética. Bquímica em térmica. Celetroquímica em calor. Dcinética em eletromagnética. Eeletromagnética em química.""]"
135,A,,"[""O petróleo é uma fonte de energia de baixo custo H\x03 GH\x03 ODUJD\x03 XWLOL]DomR\x03 FRPR\x03 PDWpULD\x10SULPD\x03 SDUD\x03 XPD\x03 grande variedade de produtos. É um óleo formado de várias substâncias de origem orgânica, em sua maioria hidrocarbonetos de diferentes massas molares. 6mR\x03XWLOL]DGDV\x03WpFQLFDV\x03GH\x03VHSDUDomR\x03SDUD\x03REWHQomR\x03dos componentes comercializáveis do petróleo. Além disso, para aumentar a quantidade de frações comercializáveis, otimizando o produto de origem fóssil, XWLOL]D\x10VH\x03R\x03SURFHVVR\x03GH\x03FUDTXHDPHQWR\x11 O que ocorre nesse processo? A7UDQVIRUPDomR\x03GDV\x03IUDo}HV\x03GR\x03SHWUyOHR\x03HP\x03RXWUDV\x03 moléculas menores. B5HDomR\x03 GH\x03 y[LGR\x10UHGXomR\x03 FRP\x03 WUDQVIHUrQFLD\x03 GH\x03 elétrons entre as moléculas. C6ROXELOL]DomR\x03GDV\x03IUDo}HV\x03GR\x03SHWUyOHR\x03FRP\x03D\x03XWLOL]DomR\x03 de diferentes solventes. D'HFDQWDomR\x03GDV\x03PROpFXODV\x03FRP\x03GLIHUHQWHV\x03PDVVDV\x03 molares pelo uso de centrífugas. E6HSDUDomR\x03GRV\x03GLIHUHQWHV\x03FRPSRQHQWHV\x03GR\x03SHWUyOHR\x03 em funomR\x03GH\x03VXDV\x03 tempHUDWXUDV\x03GH\x03HEXOLomR\x11*DO0525AM15*07\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x14\x19MATEMÁTICA E SUAS TECNOLOGIAS Questões de 136 a 180""]"
136,A,"Numa atividade de treinamento realizada no Exército de um determinado país, três equipes – Alpha, Beta e Gama – foram designadas a percorrer diferentes caminhos, todos com os mesmos pontos de partida e de chegada. A equipe Alpha realizou seu percurso em 90 minutos com uma velocidade média de 6,0 km/h. A equipe Beta também percorreu sua trajetória em 90 minutos, mas sua velocidade média foi de 5,0 km/h. Com uma velocidade média de 6,5 km/h, a equipe Gama concluiu seu caminho em 60 minutos. Com base nesses dados, foram comparadas as distâncias d Beta;dAlphaedGama percorridas pelas três equipes. ","['ordem das distâncias percorridas pelas equipes Alpha, Beta e Gama é ', '', '', '', 'E']"
137,D,,"[""O colesterol total de uma pessoa é obtido pela soma da taxa do seu “colesterol bom” com a taxa do seu “colesterol ruim”. Os exames periódicos, realizados em um paciente adulto, apresentaram taxa normal de “colesterol bom”, porém, taxa do “colesterol ruim” WDPEpP\x03FKDPDGR\x03/'/ \x03GH\x03\x15\x1b\x13\x03PJ\x12G/\x11 2\x03TXDGUR\x03DSUHVHQWD\x03XPD\x03FODVVL¿FDomR\x03GH\x03DFRUGR\x03FRP\x03 DV\x03WD[DV\x03GH\x03/'/\x03HP\x03DGXOWRV\x11 Taxa de LDL (mg/dL) Ótima Menor do que 100 Próxima de ótima 'H\x03\x14\x13\x13\x03D\x03\x14\x15 /LPLWH De 130 a 159 Alta De 160 a 189 Muito alta 190 ou mais 'LVSRQtYHO\x03HP \x03ZZZ\x11PLQKDYLGD\x11FRP\x11EU\x11\x03$FHVVR\x03HP \x03\x14\x18\x03RXW\x11\x03\x15\x13\x14\x18\x03 D GDSWDGR \x11 O paciente, seguindo as recomendações médicas VREUH\x03HVWLOR\x03GH\x03YLGD\x03H\x03DOLPHQWDomR\x0f\x03UHDOL]RX\x03R\x03H[DPH\x03ORJR\x03DSyV\x03R\x03SULPHLUR\x03PrV\x0f\x03H\x03D\x03WD[D\x03GH\x03/'/\x03UHGX]LX\x03\x15\x18\x08\x11\x03No mês seguinte, realizou novo exame e constatou uma UHGXomR\x03GH\x03PDLV\x03\x15\x13\x08\x03QD\x03WD[D\x03GH\x03/'/\x11De acordo com o resultado do segundo exame, a FODVVL¿FDomR\x03GD\x03WD[D\x03GH\x03/'/\x03GR\x03SDFLHQWH\x03p Aótima. Bpróxima de ótima. Climite. Dalta. Emuito alta.""]"
138,A,,"['Uma empresa deseja iniciar uma campanha SXEOLFLWiULD\x03 GLYXOJDQGR\x03 XPD\x03 SURPRomR\x03 SDUD\x03 VHXV\x03possíveis consumidores. Para esse tipo de campanha, RV\x03PHLRV\x03PDLV\x03YLiYHLV\x03VmR\x03D\x03GLVWULEXLomR\x03GH\x03SDQÀHWRV\x03QD\x03UXD\x03H\x03DQ~QFLRV\x03QD\x03UiGLR\x03ORFDO\x11\x03&RQVLGHUD\x10VH\x03TXH\x03D\x03SRSXODomR\x03DOFDQoDGD\x03SHOD\x03GLVWULEXLomR\x03GH\x03SDQÀHWRV\x03VHMD\x03LJXDO\x03j\x03TXDQWLGDGH\x03GH\x03SDQÀHWRV\x03GLVWULEXtGRV\x0f\x03HQTXDQWR\x03que a alcançada por um anúncio na rádio seja igual à quantidade de ouvintes desse anúncio. O custo de cada DQ~QFLR\x03QD\x03UiGLR\x03p\x03GH\x035\x07\x03\x14\x15\x13\x0f\x13\x13\x0f\x03H\x03D\x03HVWLPDWLYD\x03p\x03GH\x03 TXH\x03VHMD\x03RXYLGR\x03SRU\x03\x14\x03\x18\x13\x13\x03SHVVRDV\x11\x03-i\x03D\x03SURGXomR\x03H\x03D\x03GLVWULEXLomR\x03GRV\x03SDQÀHWRV\x03FXVWDP\x035\x07\x03\x14\x1b\x13\x0f\x13\x13\x03FDGD\x031 000 unidades. Considerando que cada pessoa será DOFDQoDGD\x03SRU\x03XP\x03~QLFR\x03GHVVHV\x03PHLRV\x03GH\x03GLYXOJDomR\x0f\x03D\x03 empresa pretende investir em ambas as mídias. Considere X e Yos valores (em real) gastos em DQ~QFLRV\x03QD\x03UiGLR\x03H\x03FRP\x03SDQÀHWRV\x0f\x03UHVSHFWLYDPHQWH\x11 O número de pessoas alcançadas pela campanha será GDGR\x03SHOD\x03H[SUHVVmR ', '50 450 9XY\x0e B50 950 4XY\x0e C4 504 50XY\x0e D50 450 9XY\x0e E50 950Y 4XY+dd dGama Beta Alpha dd dAlpha Beta Gama=< dd dGama Beta Alpha<= dd dBeta Alpha Gama dddGama Alpha Beta *DO0525AM16*07\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x14\x1a']"
139,E,,"[""O remo de assento deslizante é um esporte que faz uso de um barco e dois remos do mesmo tamanho. $\x03¿JXUD\x03PRVWUD\x03XPD\x03GDV\x03SRVLo}HV\x03GH\x03XPD\x03WpFQLFD\x03 chamada afastamento. 'LVSRQtYHO\x03HP \x03ZZZ\x11UHPREUDVLO\x11FRP\x11\x03$FHVVR\x03HP \x03\x19\x03GH]\x11\x03\x15\x13\x14\x1a\x03 DGDS WDGR \x11 1HVVD\x03SRVLomR\x0f\x03RV\x03GRLV\x03UHPRV\x03VH\x03HQFRQWUDP\x03QR\x03SRQWR\x03 A\x03 H\x03 VXDV\x03 RXWUDV\x03 H[WUHPLGDGHV\x03 HVWmR\x03 LQGLFDGDV\x03 SHORV\x03 pontos BeC. Esses três pontos formam um triângulo ABC cujo ângulo BÂC\x03WHP\x03PHGLGD\x03GH\x03\x14\x1a\x13\x83\x11 O tipo de triângulo com vértices nos pontos A,B e C, no PRPHQWR\x03HP\x03TXH\x03R\x03UHPDGRU\x03HVWi\x03QHVVD\x03SRVLomR\x0f\x03p Aretângulo escaleno. Bacutângulo escaleno. Cacutângulo isósceles. Dobtusângulo escaleno. Eobtusângulo isósceles.""]"
140,D,,"['8P\x03UDSD]\x03HVWXGD\x03HP\x03XPD\x03HVFROD\x03TXH\x03¿FD\x03ORQJH\x03GH\x03 sua casa, e por isso precisa utilizar o transporte público. Como é muito observador, todos os dias ele anota a hora exata (sem considerar os segundos) em que o ônibus passa pelo ponto de espera. Também notou que nunca consegue chegar ao ponto de ônibus antes de 6 h 15 min GD\x03PDQKm\x11\x03$QDOLVDQGR\x03RV\x03GDGRV\x03FROHWDGRV\x03GXUDQWH\x03R\x03PrV\x03 GH\x03IHYHUHLUR\x0f\x03R\x03TXDO\x03WHYH\x03\x15\x14\x03GLDV\x03OHWLYRV\x0f\x03HOH\x03FRQFOXLX\x03TXH\x03 \x19\x03K\x03\x15\x14\x03PLQ\x03IRL\x03R\x03TXH\x03PDLV\x03VH\x03UHSHWLX\x0f\x03H\x03TXH\x03D\x03PHGLDQD\x03GR\x03FRQMXQWR\x03GH\x03GDGRV\x03p\x03\x19\x03K\x03\x15\x15\x03PLQ\x11 ', 'probabilidade de que, em algum dos dias letivos de fevereiro, esse rapaz tenha apanhado o ônibus antes de \x19\x03K\x03\x15\x14\x03PLQ\x03GD\x03PDQKm\x03p\x0f\x03QR\x03Pi[LPR\x0f ', '4 21 B5 21 C6 21 D7 21 E8 21']"
141,A,,"[""8P\x03PDSD\x03p\x03D\x03UHSUHVHQWDomR\x03UHGX]LGD\x03H\x03VLPSOL¿FDGD\x03 GH\x03XPD\x03ORFDOLGDGH\x11\x03(VVD\x03UHGXomR\x0f\x03TXH\x03p\x03IHLWD\x03FRP\x03R\x03XVR\x03 GH\x03 XPD\x03 HVFDOD\x0f\x03 PDQWpP\x03 D\x03 SURSRUomR\x03 GR\x03 HVSDoR\x03UHSUHVHQWDGR\x03HP\x03UHODomR\x03DR\x03HVSDoR\x03UHDO\x11 Certo mapa tem escala 1 : 58 000 000. 'LVSRQtYHO\x03HP \x03KWWS \x12\x12REORJGHGD\\QDEULJWK\x11EORJVSRW\x11FRP\x11EU\x11\x03$FHVV R\x03HP \x03 \x03DJR\x11\x03\x15\x13\x14\x15\x11 Considere que, nesse mapa, o segmento de reta que OLJD\x03R\x03QDYLR\x03j\x03PDUFD\x03GR\x03WHVRXUR\x03PHoD\x03\x1a\x0f\x19\x03FP\x11 "", 'medida real, em quilômetro, desse segmento de reta é A\x17\x03\x17\x13\x1b\x11 B\x1a\x03\x19\x16\x15\x11 C\x17\x17\x03\x13\x1b\x13\x11 D\x1a\x19\x03\x16\x14\x19\x11 E\x17\x17\x13\x03\x1b\x13\x13\x11']"
142,B,,"['Um produtor de milho utiliza uma área de 160 hectares para as suas atividades agrícolas. Essa área é dividida em GXDV\x03SDUWHV \x03XPD\x03GH\x03\x17\x13\x03KHFWDUHV\x0f\x03FRP\x03PDLRU\x03SURGXWLYLGDGH\x0f\x03H\x03 RXWUD\x0f\x03 GH\x03 \x14\x15\x13\x03 KHFWDUHV\x0f\x03 FRP\x03 PHQRU\x03 SURGXWLYLGDGH\x11\x03$\x03SURGXWLYLGDGH\x03p\x03GDGD\x03SHOD\x03UD]mR\x03HQWUH\x03D\x03SURGXomR\x0f\x03HP\x03WRQHODGD\x0f\x03H\x03D\x03iUHD\x03FXOWLYDGD\x11\x036DEH\x10VH\x03TXH\x03D\x03iUHD\x03GH\x03\x17\x13\x03 KHFWDUHV\x03 WHP\x03 SURGXWLYLGDGH\x03 LJXDO\x03 D\x03 \x15\x0f\x18\x03 YH]HV\x03 j\x03da outra. Esse fazendeiro pretende aumentar sua SURGXomR\x03WRWDO\x03HP\x03\x14\x18\x08\x0f\x03DXPHQWDQGR\x03R\x03WDPDQKR\x03GD\x03sua propriedade. Para tanto, pretende comprar uma parte de uma fazenda vizinha, que possui a mesma SURGXWLYLGDGH\x03GD\x03SDUWH\x03GH\x03\x14\x15\x13\x03KHFWDUHV\x03GH\x03VXDV\x03WHUUDV\x11 Qual é a área mínima, em hectare, que o produtor precisará comprar? A36 B33 C\x15\x1a D\x15\x17 E\x15\x14 *DO0525AM17*07\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x14\x1b']"
143,B,,"['', 'raiva é uma doença viral e infecciosa, transmitida SRU\x03PDPtIHURV\x11\x03$\x03FDPSDQKD\x03QDFLRQDO\x03GH\x03YDFLQDomR\x03DQWLUUiELFD\x03WHP\x03R\x03REMHWLYR\x03GH\x03FRQWURODU\x03D\x03FLUFXODomR\x03do vírus da raiva canina e felina, prevenindo a raiva humana. O gráfico mostra a cobertura (porcentagem GH\x03YDFLQDGRV \x03GD\x03FDPSDQKD\x0f\x03HP\x03FmHV\x0f\x03QRV\x03DQRV\x03GH\x03\x15\x13\x14\x16\x0f\x03\x15\x13\x14\x18\x03H\x03\x15\x13\x14\x1a\x0f\x03QR\x03PXQLFtSLR\x03GH\x03%HOR\x03+RUL]RQWH\x0f\x03em Minas Gerais. Os valores das coberturas dos DQRV\x03 GH\x03 \x15\x13\x14\x17\x03 H\x03 \x15\x13\x14\x19\x03 QmR\x03 HVWmR\x03 LQIRUPDGRV\x03 QR\x03JUiILFR\x03 H\x03 GHVHMD\x10VH\x03 HVWLPi\x10ORV\x11\x03 3DUD\x03 WDO\x0f\x03 OHYRX\x10VH\x03HP\x03 FRQVLGHUDomR\x03 TXH\x03 D\x03 YDULDomR\x03 QD\x03 FREHUWXUD\x03 GH\x03 YDFLQDomR\x03GD\x03FDPSDQKD\x03DQWLUUiELFD\x0f\x03QRV\x03SHUtRGRV\x03GH\x03 \x15\x13\x14\x16\x03D\x03\x15\x13\x14\x18\x03H\x03GH\x03\x15\x13\x14\x18\x03D\x03\x15\x13\x14\x1a\x0f\x03GHX\x10VH\x03GH\x03IRUPD\x03OLQHDU\x11 201367% 59%61% 2014 2015 2016 2017 \'LVSRQtYHO\x03HP \x03KWWS \x12\x12SQL\x11GDWDVXV\x11JRY\x11EU\x11\x03$FHVVR\x03HP \x03\x18\x03QRY\x11\x03\x15\x13\x14 \x1a\x11 4XDO\x03WHULD\x03VLGR\x03D\x03FREHUWXUD\x03GHVVD\x03FDPSDQKD\x03QR\x03DQR\x03GH\x03\x15\x13\x14\x17"" A\x19\x15\x0f\x16\x08 B\x19\x16\x0f\x13\x08 C\x19\x16\x0f\x18\x08 D\x19\x17\x0f\x13\x08 E\x19\x18\x0f\x18\x08']"
144,C,,"['8PD\x03 HPSUHVD\x03 GH\x03 FRPXQLFDomR\x03 WHP\x03 D\x03 WDUHID\x03 GH\x03 elaborar um material publicitário de um estaleiro para divulgar um novo navio, equipado com um guindaste de 15 m de altura e uma esteira de 90 m de comprimento. 1R\x03GHVHQKR\x03GHVVH\x03QDYLR\x0f\x03D\x03UHSUHVHQWDomR\x03GR\x03JXLQGDVWH\x03deve ter sua altura entre 0,5 cm e 1 cm, enquanto a HVWHLUD\x03GHYH\x03DSUHVHQWDU\x03FRPSULPHQWR\x03VXSHULRU\x03D\x03\x17\x03FP\x11\x037RGR\x03R\x03GHVHQKR\x03GHYHUi\x03VHU\x03IHLWR\x03HP\x03XPD\x03HVFDOD\x03\x14\x03 \x03;\x11 2V\x03YDORUHV\x03SRVVtYHLV\x03SDUD\x03;\x03VmR\x0f\x03DSHQDV\x0f A;\x03! 1 500. B;\x03 3 000. C1 500 \x03;\x03 \x03\x15\x03\x15\x18\x13\x11 D1 500 \x03;\x03 3 000. E\x15\x03\x15\x18\x13\x03 \x03;\x03 3 000.']"
145,A,,"[""(P\x03 \x15\x13\x14\x17\x03 IRL\x03 LQDXJXUDGD\x03 D\x03 PDLRU\x03 URGD\x10JLJDQWH\x03 GR\x03 mundo, a High Roller \x0f\x03VLWXDGD\x03HP\x03/DV\x039HJDV\x11\x03$\x03¿JXUD\x03 UHSUHVHQWD\x03XP\x03HVERoR\x03GHVVD\x03URGD\x10JLJDQWH\x0f\x03QR\x03TXDO\x03R\x03ponto A representa uma de suas cadeiras: Solo SoloA O 'LVSRQtYHO\x03HP \x03KWWS \x12\x12HQ\x11ZLNLSHGLD\x11RUJ\x11\x03$FHVVR\x03HP \x03\x15\x15\x03DEU\x11\x03\x15\x13\x14\x17 \x03 DGDSWDGR \x11 $\x03SDUWLU\x03GD\x03SRVLomR\x03LQGLFDGD\x0f\x03HP\x03TXH\x03R\x03VHJPHQWR\x03 OA VH\x03HQFRQWUD\x03SDUDOHOR\x03DR\x03SODQR\x03GR\x03VROR\x0f\x03URWDFLRQD\x10VH\x03D\x03 High Roller \x03QR\x03VHQWLGR\x03DQWL\x10KRUiULR\x0f\x03HP\x03WRUQR\x03GR\x03SRQWR\x03 O. Sejam t o ângulo determinado pelo segmento OA em UHODomR\x03j\x03VXD\x03SRVLomR\x03LQLFLDO\x0f\x03H\x03 f\x03D\x03IXQomR\x03TXH\x03GHVFUHYH\x03 a altura do ponto A\x0f\x03HP\x03UHODomR\x03DR\x03VROR\x0f\x03HP\x03IXQomR\x03GH\x03 t. Após duas voltas completas, f\x03WHP\x03R\x03VHJXLQWH\x03JUi¿FR $\x03H[SUHVVmR\x03GD\x03IXQomR\x03DOWXUD\x03p\x03GDGD\x03SRU Aft s e nt() ()=+80 88 Bft c o st() ()=+80 88 Cft c o st() ()=+88 168 Df t sen t cos t() () ()=+168 88 Ef t sen t cos t() () ()=+88 168168 88 0 /2 2 t(radiano) 4(metro)f S S S*DO0525AM18*07\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x14""]"
146,A,,"['Minecraft é um jogo virtual que pode auxiliar no desenvolvimento de conhecimentos relacionados a espaço e forma. É possível criar casas, edifícios, monumentos e até naves espaciais, tudo em escala real, através do empilhamento de cubinhos. 8P\x03MRJDGRU\x03GHVHMD\x03FRQVWUXLU\x03XP\x03FXER\x03FRP\x03GLPHQV}HV\x03\x17\x03 u\x03\x17\x03u\x03\x17\x11\x03(OH\x03Mi\x03HPSLOKRX\x03DOJXQV\x03GRV\x03FXELQKRV\x03QHFHVViULRV\x0f\x03 FRQIRUPH\x03D\x03¿JXUD\x11 + + + 2V\x03FXELQKRV\x03TXH\x03DLQGD\x03IDOWDP\x03HPSLOKDU\x03SDUD\x03¿QDOL]DU\x03D\x03FRQVWUXom R\x03GR\x03FXER\x0f\x03MXQWRV\x0f\x03IRUPDP\x03XPD\x03SHoD\x03~QLFD\x0f\x03FDSD]\x03 de completar a tarefa. 2\x03IRUPDWR\x03GD\x03SHoD\x03FDSD]\x03GH\x03FRPSOHWDU\x03R\x03FXER\x03\x17\x03 u\x03\x17\x03u\x03\x17\x03p ', ' D B E ', '*DO0525AM19*07\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x15\x13']"
147,D,,"['De acordo com um relatório recente da Agência ,QWHUQDFLRQDO\x03GH\x03(QHUJLD\x03 $,( \x0f\x03R\x03PHUFDGR\x03GH\x03YHtFXORV\x03HOpWULFRV\x03DWLQJLX\x03XP\x03QRYR\x03PDUFR\x03HP\x03\x15\x13\x14\x19\x0f\x03TXDQGR\x03IRUDP\x03YHQGLGRV\x03 PDLV\x03 GH\x03 \x1a\x18\x13\x03 PLO\x03 DXWRPyYHLV\x03 GD\x03 FDWHJRULD\x11\x03Com isso, o total de carros elétricos vendidos no mundo DOFDQoRX\x03D\x03PDUFD\x03GH\x03\x15\x03PLOK}HV\x03GH\x03XQLGDGHV\x03GHVGH\x03TXH\x03os primeiros modelos começaram a ser comercializados HP\x03\x15\x13\x14\x14\x11 1R\x03%UDVLO\x0f\x03D\x03H[SDQVmR\x03GDV\x03YHQGDV\x03WDPEpP\x03VH\x03YHUL¿FD\x11\x03 ', ""marca A, por exemplo, expandiu suas vendas no ano de \x15\x13\x14\x19\x0f\x03VXSHUDQGR\x03HP\x03\x16\x19\x13\x03XQLGDGHV\x03DV\x03YHQGDV\x03GH\x03\x15\x13\x14\x18\x0f\x03FRQIRUPH\x03UHSUHVHQWDGR\x03QR\x03JUi¿FR\x11 'LVSRQtYHO\x03HP \x03ZZZ\x11WHFPXQGR\x11FRP\x11EU\x11\x03$FHVVR\x03HP \x03\x18\x03GH]\x11\x03\x15\x13\x14\x1a\x11 "", 'média anual do número de carros vendidos pela PDUFD\x03$\x0f\x03QRV\x03DQRV\x03UHSUHVHQWDGRV\x03QR\x03JUi¿FR\x0f\x03IRL\x03GH A\x14 \x15\x11 B\x15\x17\x13\x11 C\x15\x18\x15\x11 D\x16\x15\x13\x11 E\x17\x15\x13\x11']"
148,B,,"['Para apagar os focos A e B de um incêndio, que estavam a uma distância de 30 m um do outro, os bombeiros de um quartel decidiram se posicionar de modo que a distância de um bombeiro ao foco A, de temperatura mais elevada, fosse sempre o dobro da distância desse bombeiro ao foco B, de temperatura menos elevada. Nestas condições, a maior distância, em metro, que dois bombeiros poderiam ter entre eles é A30. B\x17\x13\x11 C\x17\x18\x11 D60. E68.']"
149,E,,"['7RUQHLRV\x03 GH\x03 WrQLV\x0f\x03 HP\x03 JHUDO\x0f\x03 VmR\x03 GLVSXWDGRV\x03 HP\x03 VLVWHPD\x03 GH\x03 HOLPLQDWyULD\x03 VLPSOHV\x11\x03 1HVVH\x03 VLVWHPD\x0f\x03 VmR\x03disputadas partidas entre dois competidores, com a HOLPLQDomR\x03GR\x03SHUGHGRU\x03H\x03SURPRomR\x03GR\x03YHQFHGRU\x03SDUD\x03a fase seguinte. Dessa forma, se na 1 a fase o torneio FRQWD\x03FRP\x03\x15 n\x03FRPSHWLGRUHV\x0f\x03HQWmR\x03QD\x03\x15a\x03IDVH\x03UHVWDUmR\x03 n FRPSHWLGRUHV\x0f\x03H\x03DVVLP\x03VXFHVVLYDPHQWH\x03DWp\x03D\x03SDUWLGD\x03¿QDO\x11 Em um torneio de tênis, disputado nesse sistema, SDUWLFLSDP\x03\x14\x15\x1b\x03WHQLVWDV\x11 3DUD\x03VH\x03GH¿QLU\x03R\x03FDPSHmR\x03GHVVH\x03WRUQHLR\x0f\x03R\x03Q~PHUR\x03GH\x03 partidas necessárias é dado por A\x15\x03u\x03\x14\x15\x1b B\x19\x17\x03\x0e\x03\x16\x15\x03\x0e 16 \x0e 8 \x0e\x03\x17\x03\x0e\x03\x15 C\x14\x15\x1b\x03\x0e\x03\x19\x17\x03\x0e\x03\x16\x15\x03\x0e 16 \x0e 8 \x0e\x03\x17\x03\x0e\x03\x15\x03\x0e 1 D\x14\x15\x1b\x03\x0e\x03\x19\x17\x03\x0e\x03\x16\x15\x03\x0e 16 \x0e 8 \x0e\x03\x17\x03\x0e\x03\x15 E\x19\x17\x03\x0e\x03\x16\x15\x03\x0e 16 \x0e 8 \x0e\x03\x17\x03\x0e\x03\x15\x03\x0e 1']"
150,A,,"['O artigo 33 da lei brasileira sobre drogas prevê a SHQD\x03GH\x03UHFOXVmR\x03GH\x03\x18\x03D\x03\x14\x18\x03DQRV\x03SDUD\x03TXDOTXHU\x03SHVVRD\x03TXH\x03VHMD\x03FRQGHQDGD\x03SRU\x03WUi¿FR\x03LOtFLWR\x03RX\x03SURGXomR\x03QmR\x03autorizada de drogas. Entretanto, caso o condenado seja réu primário, com bons antecedentes criminais, essa SHQD\x03SRGH\x03VRIUHU\x03XPD\x03UHGXomR\x03GH\x03XP\x03VH[WR\x03D\x03GRLV\x03WHUoRV\x11 Suponha que um réu primário, com bons antecedentes criminais, foi condenado pelo artigo 33 da lei brasileira sobre drogas. $SyV\x03R\x03EHQHItFLR\x03GD\x03UHGXomR\x03GH\x03SHQD\x0f\x03VXD\x03SHQD\x03SRGHUi\x03 variar de A\x14\x03DQR\x03H\x03\x1b\x03PHVHV\x03D\x03\x14\x15\x03DQRV\x03H\x03\x19\x03PHVHV\x11 B1 ano e 8 meses a 5 anos. C\x16\x03DQRV\x03H\x03\x17\x03PHVHV\x03D\x03\x14\x13\x03DQRV\x11 D\x17\x03DQRV\x03H\x03\x15\x03PHVHV\x03D\x03\x18\x03DQRV\x11 E\x17\x03DQRV\x03H\x03\x15\x03PHVHV\x03D\x03\x14\x15\x03DQRV\x03H\x03\x19\x03PHVHV\x11 *DO0525AM20*07\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x15\x14']"
151,E,,"[""'H\x03DFRUGR\x03FRP\x03D\x03/HL\x038QLYHUVDO\x03GD\x03*UDYLWDomR\x0f\x03SURSRVWD\x03 SRU\x03,VDDF\x031HZWRQ\x0f\x03D\x03LQWHQVLGDGH\x03GD\x03IRUoD\x03JUDYLWDFLRQDO\x03 F que a Terra exerce sobre um satélite em órbita circular é proporcional à massa m do satélite e inversamente proporcional ao quadrado do raio r da órbita, ou seja, No plano cartesiano, três satélites, A,B e C\x0f\x03HVWmR\x03 representados, cada um, por um ponto ( m ; r ) cujas FRRUGHQDGDV\x03VmR\x0f\x03UHVSHFWLYDPHQWH\x0f\x03D\x03PDVVD\x03GR\x03VDWpOLWH\x03e o raio da sua órbita em torno da Terra. AC 0BRaio ( r) Massa ( m) Com base nas posições relativas dos pontos no JUi¿FR\x0f\x03GHVHMD\x10VH\x03FRPSDUDU\x03DV\x03LQWHQVLGDGHV\x03 FA,FB e FC da força gravitacional que a Terra exerce sobre os satélites A,B e C, respectivamente. As intensidades FA,FB e FCH[SUHVVDV\x03 QR\x03 JUi¿FR\x03 VDWLVID]HP\x03D\x03UHODomR AFC FA FB BFA FB FC CFA FB FC DFA FC FB EFC FA FB""]"
